timestamp_seconds,sensor_time_seconds,measurement,unit,value,raw
1.863,5996.122,velocity_cmps,cmps,-12.1,"5996.122,""cmps"",-12.1"
1.875,5996.181,distance_cm,cm,187.4,"5996.181,""cm"",187.4"
1.954,5996.214,velocity_cmps,cmps,9.1,"5996.214,""cmps"",9.1"
1.966,5996.273,distance_cm,cm,187.4,"5996.273,""cm"",187.4"
2.046,5996.305,velocity_cmps,cmps,15.2,"5996.305,""cmps"",15.2"
2.057,5996.364,distance_cm,cm,195.9,"5996.364,""cm"",195.9"
2.139,5996.397,velocity_cmps,cmps,-27.3,"5996.397,""cmps"",-27.3"
2.149,5996.456,distance_cm,cm,187.4,"5996.456,""cm"",187.4"
2.443,5996.702,velocity_cmps,cmps,9.1,"5996.702,""cmps"",9.1"
2.453,5996.761,distance_cm,cm,195.9,"5996.761,""cm"",195.9"
2.535,5996.793,velocity_cmps,cmps,-39.4,"5996.793,""cmps"",-39.4"
2.545,5996.852,distance_cm,cm,195.9,"5996.852,""cm"",195.9"
2.626,5996.885,velocity_cmps,cmps,-57.6,"5996.885,""cmps"",-57.6"
2.638,5996.944,distance_cm,cm,187.4,"5996.944,""cm"",187.4"
2.718,5996.977,velocity_cmps,cmps,-72.8,"5996.977,""cmps"",-72.8"
2.729,5997.036,distance_cm,cm,187.4,"5997.036,""cm"",187.4"
2.809,5997.069,velocity_cmps,cmps,9.1,"5997.069,""cmps"",9.1"
2.820,5997.128,distance_cm,cm,187.4,"5997.128,""cm"",187.4"
2.972,5997.231,velocity_cmps,cmps,27.3,"5997.231,""cmps"",27.3"
2.983,5997.290,distance_cm,cm,187.4,"5997.290,""cm"",187.4"
3.064,5997.323,velocity_cmps,cmps,69.8,"5997.323,""cmps"",69.8"
3.075,5997.382,distance_cm,cm,195.9,"5997.382,""cm"",195.9"
3.157,5997.415,velocity_cmps,cmps,75.8,"5997.415,""cmps"",75.8"
3.169,5997.474,distance_cm,cm,195.9,"5997.474,""cm"",195.9"
3.248,5997.507,velocity_cmps,cmps,51.6,"5997.507,""cmps"",51.6"
3.260,5997.566,distance_cm,cm,187.3,"5997.566,""cm"",187.3"
3.340,5997.599,velocity_cmps,cmps,24.3,"5997.599,""cmps"",24.3"
3.352,5997.658,distance_cm,cm,187.4,"5997.658,""cm"",187.4"
3.432,5997.691,velocity_cmps,cmps,-30.3,"5997.691,""cmps"",-30.3"
3.444,5997.750,distance_cm,cm,195.9,"5997.750,""cm"",195.9"
3.524,5997.783,velocity_cmps,cmps,-75.8,"5997.783,""cmps"",-75.8"
3.537,5997.842,distance_cm,cm,195.9,"5997.842,""cm"",195.9"
3.617,5997.945,velocity_cmps,cmps,-94.0,"5997.945,""cmps"",-94.0"
3.627,5997.935,distance_cm,cm,204.4,"5997.935,""cm"",204.4"
3.709,5997.967,velocity_cmps,cmps,-84.9,"5997.967,""cmps"",-84.9"
3.719,5998.026,distance_cm,cm,195.9,"5998.026,""cm"",195.9"
4.585,5998.840,velocity_cmps,cmps,100.1,"5998.840,""cmps"",100.1"
4.593,5998.899,distance_cm,cm,178.9,"5998.899,""cm"",178.9"
4.674,5998.932,velocity_cmps,cmps,115.3,"5998.932,""cmps"",115.3"
4.685,5998.991,distance_cm,cm,187.4,"5998.991,""cm"",187.4"
4.766,5999.025,velocity_cmps,cmps,78.9,"5999.025,""cmps"",78.9"
4.776,5999.085,distance_cm,cm,187.4,"5999.085,""cm"",187.4"
4.857,5999.117,velocity_cmps,cmps,18.2,"5999.117,""cmps"",18.2"
4.868,5999.176,distance_cm,cm,221.4,"5999.176,""cm"",221.4"
4.949,5999.209,velocity_cmps,cmps,9.1,"5999.209,""cmps"",9.1"
4.961,5999.268,distance_cm,cm,238.5,"5999.268,""cm"",238.5"
5.040,5999.300,velocity_cmps,cmps,6.1,"5999.300,""cmps"",6.1"
5.051,5999.359,distance_cm,cm,238.5,"5999.359,""cm"",238.5"
5.132,5999.391,velocity_cmps,cmps,-12.1,"5999.391,""cmps"",-12.1"
5.143,5999.450,distance_cm,cm,111.5,"5999.450,""cm"",111.5"
5.223,5999.483,velocity_cmps,cmps,-42.5,"5999.483,""cmps"",-42.5"
5.235,5999.542,distance_cm,cm,111.3,"5999.542,""cm"",111.3"
5.315,5999.645,velocity_cmps,cmps,-60.7,"5999.645,""cmps"",-60.7"
5.328,5999.634,distance_cm,cm,111.0,"5999.634,""cm"",111.0"
5.411,5999.667,velocity_cmps,cmps,-54.6,"5999.667,""cmps"",-54.6"
5.418,5999.727,distance_cm,cm,111.0,"5999.727,""cm"",111.0"
5.500,5999.759,velocity_cmps,cmps,-45.5,"5999.759,""cmps"",-45.5"
5.510,5999.818,distance_cm,cm,195.9,"5999.818,""cm"",195.9"
5.594,5999.851,velocity_cmps,cmps,-42.5,"5999.851,""cmps"",-42.5"
5.603,5999.910,distance_cm,cm,204.4,"5999.910,""cm"",204.4"
5.683,5999.943,velocity_cmps,cmps,-33.4,"5999.943,""cmps"",-33.4"
5.696,6000.002,distance_cm,cm,204.4,"6000.002,""cm"",204.4"
6.059,6000.319,velocity_cmps,cmps,60.7,"6000.319,""cmps"",60.7"
6.070,6000.378,distance_cm,cm,195.9,"6000.378,""cm"",195.9"
6.152,6000.411,velocity_cmps,cmps,81.9,"6000.411,""cmps"",81.9"
6.162,6000.470,distance_cm,cm,195.9,"6000.470,""cm"",195.9"
6.243,6000.503,velocity_cmps,cmps,57.6,"6000.503,""cmps"",57.6"
6.254,6000.563,distance_cm,cm,204.4,"6000.563,""cm"",204.4"
6.335,6000.595,velocity_cmps,cmps,33.4,"6000.595,""cmps"",33.4"
6.345,6000.654,distance_cm,cm,212.9,"6000.654,""cm"",212.9"
6.427,6000.687,velocity_cmps,cmps,12.1,"6000.687,""cmps"",12.1"
6.439,6000.746,distance_cm,cm,229.9,"6000.746,""cm"",229.9"
6.518,6000.779,velocity_cmps,cmps,6.1,"6000.779,""cmps"",6.1"
6.530,6000.838,distance_cm,cm,111.7,"6000.838,""cm"",111.7"
7.818,6002.076,velocity_cmps,cmps,-15.2,"6002.076,""cmps"",-15.2"
7.828,6002.135,distance_cm,cm,187.4,"6002.135,""cm"",187.4"
8.051,6002.310,velocity_cmps,cmps,-27.3,"6002.310,""cmps"",-27.3"
8.062,6002.369,distance_cm,cm,178.8,"6002.369,""cm"",178.8"
8.285,6002.544,velocity_cmps,cmps,21.2,"6002.544,""cmps"",21.2"
8.297,6002.603,distance_cm,cm,187.4,"6002.603,""cm"",187.4"
8.377,6002.636,velocity_cmps,cmps,-21.2,"6002.636,""cmps"",-21.2"
8.389,6002.695,distance_cm,cm,178.8,"6002.695,""cm"",178.8"
8.469,6002.728,velocity_cmps,cmps,-45.5,"6002.728,""cmps"",-45.5"
8.481,6002.787,distance_cm,cm,195.9,"6002.787,""cm"",195.9"
8.562,6002.820,velocity_cmps,cmps,-36.4,"6002.820,""cmps"",-36.4"
8.572,6002.879,distance_cm,cm,204.4,"6002.879,""cm"",204.4"
8.654,6002.912,velocity_cmps,cmps,-15.2,"6002.912,""cmps"",-15.2"
8.665,6002.971,distance_cm,cm,204.4,"6002.971,""cm"",204.4"
8.747,6003.004,velocity_cmps,cmps,9.1,"6003.004,""cmps"",9.1"
8.755,6003.063,distance_cm,cm,204.4,"6003.063,""cm"",204.4"
8.836,6003.095,velocity_cmps,cmps,24.3,"6003.095,""cmps"",24.3"
8.848,6003.154,distance_cm,cm,204.4,"6003.154,""cm"",204.4"
8.928,6003.187,velocity_cmps,cmps,48.5,"6003.187,""cmps"",48.5"
8.939,6003.247,distance_cm,cm,195.9,"6003.247,""cm"",195.9"
9.020,6003.279,velocity_cmps,cmps,60.7,"6003.279,""cmps"",60.7"
9.032,6003.339,distance_cm,cm,204.4,"6003.339,""cm"",204.4"
9.113,6003.371,velocity_cmps,cmps,42.5,"6003.371,""cmps"",42.5"
9.123,6003.430,distance_cm,cm,229.9,"6003.430,""cm"",229.9"
9.204,6003.463,velocity_cmps,cmps,12.1,"6003.463,""cmps"",12.1"
9.215,6003.522,distance_cm,cm,111.5,"6003.522,""cm"",111.5"
9.367,6003.626,velocity_cmps,cmps,-45.5,"6003.626,""cmps"",-45.5"
9.379,6003.685,distance_cm,cm,111.4,"6003.685,""cm"",111.4"
9.459,6003.788,velocity_cmps,cmps,-66.7,"6003.788,""cmps"",-66.7"
9.470,6003.778,distance_cm,cm,59.6,"6003.778,""cm"",59.6"
9.553,6003.810,velocity_cmps,cmps,-66.7,"6003.810,""cmps"",-66.7"
9.563,6003.870,distance_cm,cm,212.9,"6003.870,""cm"",212.9"
9.645,6003.903,velocity_cmps,cmps,-48.5,"6003.903,""cmps"",-48.5"
9.656,6003.962,distance_cm,cm,204.4,"6003.962,""cm"",204.4"
9.736,6003.995,velocity_cmps,cmps,3.0,"6003.995,""cmps"",3.0"
9.747,6004.054,distance_cm,cm,195.9,"6004.054,""cm"",195.9"
10.323,6004.583,velocity_cmps,cmps,9.1,"6004.583,""cmps"",9.1"
10.335,6004.642,distance_cm,cm,187.4,"6004.642,""cm"",187.4"
10.416,6004.674,velocity_cmps,cmps,39.4,"6004.674,""cmps"",39.4"
10.426,6004.733,distance_cm,cm,195.9,"6004.733,""cm"",195.9"
10.510,6004.766,velocity_cmps,cmps,81.9,"6004.766,""cmps"",81.9"
10.527,6004.826,distance_cm,cm,195.9,"6004.826,""cm"",195.9"
10.600,6004.859,velocity_cmps,cmps,9.1,"6004.859,""cmps"",9.1"
10.611,6004.918,distance_cm,cm,187.4,"6004.918,""cm"",187.4"
10.691,6004.950,velocity_cmps,cmps,6.1,"6004.950,""cmps"",6.1"
10.702,6005.010,distance_cm,cm,187.4,"6005.010,""cm"",187.4"
11.635,6005.894,velocity_cmps,cmps,9.1,"6005.894,""cmps"",9.1"
11.645,6005.953,distance_cm,cm,178.8,"6005.953,""cm"",178.8"
11.726,6005.985,velocity_cmps,cmps,21.2,"6005.985,""cmps"",21.2"
11.736,6006.044,distance_cm,cm,111.7,"6006.044,""cm"",111.7"
11.818,6006.077,velocity_cmps,cmps,-42.5,"6006.077,""cmps"",-42.5"
11.828,6006.136,distance_cm,cm,178.9,"6006.136,""cm"",178.9"
11.910,6006.169,velocity_cmps,cmps,-81.9,"6006.169,""cmps"",-81.9"
11.921,6006.228,distance_cm,cm,195.9,"6006.228,""cm"",195.9"
12.002,6006.261,velocity_cmps,cmps,-45.5,"6006.261,""cmps"",-45.5"
12.013,6006.320,distance_cm,cm,195.9,"6006.320,""cm"",195.9"
12.092,6006.353,velocity_cmps,cmps,6.1,"6006.353,""cmps"",6.1"
12.104,6006.412,distance_cm,cm,187.4,"6006.412,""cm"",187.4"
12.326,6006.586,velocity_cmps,cmps,12.1,"6006.586,""cmps"",12.1"
12.337,6006.645,distance_cm,cm,187.3,"6006.645,""cm"",187.3"
12.418,6006.678,velocity_cmps,cmps,48.5,"6006.678,""cmps"",48.5"
12.430,6006.737,distance_cm,cm,187.4,"6006.737,""cm"",187.4"
12.580,6006.841,velocity_cmps,cmps,51.6,"6006.841,""cmps"",51.6"
12.592,6006.900,distance_cm,cm,178.8,"6006.900,""cm"",178.8"
12.887,6007.146,velocity_cmps,cmps,-36.4,"6007.146,""cmps"",-36.4"
12.897,6007.205,distance_cm,cm,178.9,"6007.205,""cm"",178.9"
12.979,6007.238,velocity_cmps,cmps,-69.8,"6007.238,""cmps"",-69.8"
12.989,6007.297,distance_cm,cm,170.3,"6007.297,""cm"",170.3"
13.071,6007.330,velocity_cmps,cmps,-60.7,"6007.330,""cmps"",-60.7"
13.082,6007.389,distance_cm,cm,178.9,"6007.389,""cm"",178.9"
13.163,6007.422,velocity_cmps,cmps,-42.5,"6007.422,""cmps"",-42.5"
13.174,6007.481,distance_cm,cm,178.9,"6007.481,""cm"",178.9"
13.253,6007.514,velocity_cmps,cmps,6.1,"6007.514,""cmps"",6.1"
13.265,6007.573,distance_cm,cm,187.3,"6007.573,""cm"",187.3"
13.344,6007.605,velocity_cmps,cmps,6.1,"6007.605,""cmps"",6.1"
13.356,6007.664,distance_cm,cm,187.3,"6007.664,""cm"",187.3"
13.436,6007.696,velocity_cmps,cmps,24.3,"6007.696,""cmps"",24.3"
13.447,6007.755,distance_cm,cm,187.4,"6007.755,""cm"",187.4"
13.529,6007.788,velocity_cmps,cmps,42.5,"6007.788,""cmps"",42.5"
13.539,6007.847,distance_cm,cm,187.4,"6007.847,""cm"",187.4"
13.621,6007.880,velocity_cmps,cmps,48.5,"6007.880,""cmps"",48.5"
13.631,6007.939,distance_cm,cm,187.4,"6007.939,""cm"",187.4"
13.712,6007.972,velocity_cmps,cmps,39.4,"6007.972,""cmps"",39.4"
13.723,6008.032,distance_cm,cm,187.4,"6008.032,""cm"",187.4"
13.804,6008.065,velocity_cmps,cmps,21.2,"6008.065,""cmps"",21.2"
13.815,6008.124,distance_cm,cm,187.4,"6008.124,""cm"",187.4"
13.895,6008.157,velocity_cmps,cmps,9.1,"6008.157,""cmps"",9.1"
13.907,6008.216,distance_cm,cm,187.3,"6008.216,""cm"",187.3"
13.986,6008.248,velocity_cmps,cmps,9.1,"6008.248,""cmps"",9.1"
13.998,6008.307,distance_cm,cm,187.3,"6008.307,""cm"",187.3"
14.077,6008.339,velocity_cmps,cmps,6.1,"6008.339,""cmps"",6.1"
14.089,6008.398,distance_cm,cm,187.4,"6008.398,""cm"",187.4"
14.168,6008.430,velocity_cmps,cmps,6.1,"6008.430,""cmps"",6.1"
14.180,6008.489,distance_cm,cm,187.4,"6008.489,""cm"",187.4"
14.259,6008.521,velocity_cmps,cmps,9.1,"6008.521,""cmps"",9.1"
14.271,6008.580,distance_cm,cm,187.4,"6008.580,""cm"",187.4"
