timestamp_seconds,temperature_c,humidity_pct,pressure_hpa,gas_ohm,light_lux,color_temperature_k,red,green,blue,accel_x_mps2,accel_y_mps2,accel_z_mps2,mag_x_ut,mag_y_ut,mag_z_ut
0.012,34.75,19.55,1019.48,35610,482.07,2982,40,16,4,0.471,-0.118,9.728,50.250,-18.600,-14.278
2.072,34.76,19.49,1019.47,8961,481.44,2986,40,16,4,0.549,-0.157,9.650,50.400,-19.200,-13.310
4.133,34.78,19.43,1019.47,14460,482.34,2986,40,16,4,0.510,-0.118,9.650,50.550,-19.350,-12.826
