timestamp_seconds,sensor_time_seconds,measurement,unit,value,raw
17.347,9056.904,velocity_cmps,cmps,18.2,"9056.904,""cmps"",18.2"
17.357,9056.963,distance_cm,cm,111.3,"9056.963,""cm"",111.3"
17.438,9056.996,velocity_cmps,cmps,18.2,"9056.996,""cmps"",18.2"
17.450,9057.055,distance_cm,cm,111.5,"9057.055,""cm"",111.5"
17.531,9057.088,velocity_cmps,cmps,30.3,"9057.088,""cmps"",30.3"
17.541,9057.147,distance_cm,cm,272.5,"9057.147,""cm"",272.5"
17.623,9057.180,velocity_cmps,cmps,21.2,"9057.180,""cmps"",21.2"
17.633,9057.239,distance_cm,cm,255.5,"9057.239,""cm"",255.5"
17.714,9057.272,velocity_cmps,cmps,9.1,"9057.272,""cmps"",9.1"
17.725,9057.331,distance_cm,cm,255.5,"9057.331,""cm"",255.5"
20.006,9059.565,velocity_cmps,cmps,30.3,"9059.565,""cmps"",30.3"
20.018,9059.624,distance_cm,cm,451.4,"9059.624,""cm"",451.4"
20.098,9059.657,velocity_cmps,cmps,27.3,"9059.657,""cmps"",27.3"
20.110,9059.716,distance_cm,cm,451.4,"9059.716,""cm"",451.4"
20.191,9059.749,velocity_cmps,cmps,30.3,"9059.749,""cmps"",30.3"
20.201,9059.808,distance_cm,cm,451.4,"9059.808,""cm"",451.4"
20.283,9059.841,velocity_cmps,cmps,15.2,"9059.841,""cmps"",15.2"
20.294,9059.900,distance_cm,cm,111.4,"9059.900,""cm"",111.4"
20.517,9060.075,velocity_cmps,cmps,-21.2,"9060.075,""cmps"",-21.2"
20.528,9060.134,distance_cm,cm,111.7,"9060.134,""cm"",111.7"
20.609,9060.167,velocity_cmps,cmps,-24.3,"9060.167,""cmps"",-24.3"
20.620,9060.226,distance_cm,cm,111.5,"9060.226,""cm"",111.5"
20.701,9060.259,velocity_cmps,cmps,-36.4,"9060.259,""cmps"",-36.4"
20.712,9060.318,distance_cm,cm,111.6,"9060.318,""cm"",111.6"
20.935,9060.493,velocity_cmps,cmps,-33.4,"9060.493,""cmps"",-33.4"
20.949,9060.552,distance_cm,cm,451.4,"9060.552,""cm"",451.4"
21.241,9060.798,velocity_cmps,cmps,33.4,"9060.798,""cmps"",33.4"
21.251,9060.857,distance_cm,cm,459.9,"9060.857,""cm"",459.9"
21.332,9060.890,velocity_cmps,cmps,45.5,"9060.890,""cmps"",45.5"
21.342,9060.949,distance_cm,cm,459.9,"9060.949,""cm"",459.9"
21.424,9060.982,velocity_cmps,cmps,42.5,"9060.982,""cmps"",42.5"
21.434,9061.041,distance_cm,cm,459.9,"9061.041,""cm"",459.9"
21.516,9061.074,velocity_cmps,cmps,30.3,"9061.074,""cmps"",30.3"
21.527,9061.133,distance_cm,cm,111.7,"9061.133,""cm"",111.7"
21.607,9061.166,velocity_cmps,cmps,18.2,"9061.166,""cmps"",18.2"
21.619,9061.225,distance_cm,cm,111.1,"9061.225,""cm"",111.1"
21.699,9061.258,velocity_cmps,cmps,9.1,"9061.258,""cmps"",9.1"
21.710,9061.317,distance_cm,cm,59.7,"9061.317,""cm"",59.7"
21.790,9061.349,velocity_cmps,cmps,-9.1,"9061.349,""cmps"",-9.1"
21.801,9061.408,distance_cm,cm,59.7,"9061.408,""cm"",59.7"
21.883,9061.440,velocity_cmps,cmps,-48.5,"9061.440,""cmps"",-48.5"
21.892,9061.500,distance_cm,cm,59.7,"9061.500,""cm"",59.7"
21.974,9061.532,velocity_cmps,cmps,-18.2,"9061.532,""cmps"",-18.2"
21.984,9061.591,distance_cm,cm,68.1,"9061.591,""cm"",68.1"
22.066,9061.624,velocity_cmps,cmps,-30.3,"9061.624,""cmps"",-30.3"
22.076,9061.683,distance_cm,cm,111.3,"9061.683,""cm"",111.3"
22.158,9061.716,velocity_cmps,cmps,-21.2,"9061.716,""cmps"",-21.2"
22.169,9061.775,distance_cm,cm,68.1,"9061.775,""cm"",68.1"
22.250,9061.808,velocity_cmps,cmps,-21.2,"9061.808,""cmps"",-21.2"
22.261,9061.867,distance_cm,cm,264.0,"9061.867,""cm"",264.0"
22.343,9061.900,velocity_cmps,cmps,-27.3,"9061.900,""cmps"",-27.3"
22.352,9061.959,distance_cm,cm,68.1,"9061.959,""cm"",68.1"
22.434,9061.992,velocity_cmps,cmps,-36.4,"9061.992,""cmps"",-36.4"
22.445,9062.050,distance_cm,cm,264.0,"9062.050,""cm"",264.0"
22.526,9062.083,velocity_cmps,cmps,-42.5,"9062.083,""cmps"",-42.5"
22.536,9062.142,distance_cm,cm,451.4,"9062.142,""cm"",451.4"
23.398,9062.956,velocity_cmps,cmps,63.7,"9062.956,""cmps"",63.7"
23.410,9063.015,distance_cm,cm,264.0,"9063.015,""cm"",264.0"
23.491,9063.048,velocity_cmps,cmps,54.6,"9063.048,""cmps"",54.6"
23.501,9063.107,distance_cm,cm,264.0,"9063.107,""cm"",264.0"
23.583,9063.140,velocity_cmps,cmps,30.3,"9063.140,""cmps"",30.3"
23.593,9063.199,distance_cm,cm,264.0,"9063.199,""cm"",264.0"
23.675,9063.232,velocity_cmps,cmps,24.3,"9063.232,""cmps"",24.3"
23.686,9063.291,distance_cm,cm,264.0,"9063.291,""cm"",264.0"
23.766,9063.324,velocity_cmps,cmps,9.1,"9063.324,""cmps"",9.1"
23.777,9063.383,distance_cm,cm,59.7,"9063.383,""cm"",59.7"
23.858,9063.415,velocity_cmps,cmps,-12.1,"9063.415,""cmps"",-12.1"
23.869,9063.474,distance_cm,cm,111.5,"9063.474,""cm"",111.5"
23.951,9063.507,velocity_cmps,cmps,-33.4,"9063.507,""cmps"",-33.4"
23.961,9063.567,distance_cm,cm,111.2,"9063.567,""cm"",111.2"
24.042,9063.599,velocity_cmps,cmps,-39.4,"9063.599,""cmps"",-39.4"
24.054,9063.658,distance_cm,cm,111.2,"9063.658,""cm"",111.2"
24.140,9063.691,velocity_cmps,cmps,-39.4,"9063.691,""cmps"",-39.4"
24.144,9063.751,distance_cm,cm,272.5,"9063.751,""cm"",272.5"
24.226,9063.783,velocity_cmps,cmps,-36.4,"9063.783,""cmps"",-36.4"
24.237,9063.842,distance_cm,cm,255.5,"9063.842,""cm"",255.5"
24.319,9063.875,velocity_cmps,cmps,-39.4,"9063.875,""cmps"",-39.4"
24.329,9063.934,distance_cm,cm,247.0,"9063.934,""cm"",247.0"
24.409,9063.967,velocity_cmps,cmps,-42.5,"9063.967,""cmps"",-42.5"
24.422,9064.027,distance_cm,cm,451.4,"9064.027,""cm"",451.4"
25.212,9064.770,velocity_cmps,cmps,54.6,"9064.770,""cmps"",54.6"
25.222,9064.829,distance_cm,cm,451.4,"9064.829,""cm"",451.4"
25.304,9064.862,velocity_cmps,cmps,51.6,"9064.862,""cmps"",51.6"
25.315,9064.921,distance_cm,cm,451.4,"9064.921,""cm"",451.4"
25.395,9064.954,velocity_cmps,cmps,48.5,"9064.954,""cmps"",48.5"
25.407,9065.013,distance_cm,cm,451.4,"9065.013,""cm"",451.4"
25.487,9065.046,velocity_cmps,cmps,42.5,"9065.046,""cmps"",42.5"
25.499,9065.105,distance_cm,cm,111.4,"9065.105,""cm"",111.4"
25.579,9065.138,velocity_cmps,cmps,24.3,"9065.138,""cmps"",24.3"
25.590,9065.197,distance_cm,cm,111.7,"9065.197,""cm"",111.7"
25.814,9065.372,velocity_cmps,cmps,-24.3,"9065.372,""cmps"",-24.3"
25.825,9065.431,distance_cm,cm,264.0,"9065.431,""cm"",264.0"
25.907,9065.464,velocity_cmps,cmps,-45.5,"9065.464,""cmps"",-45.5"
25.917,9065.523,distance_cm,cm,111.5,"9065.523,""cm"",111.5"
25.998,9065.556,velocity_cmps,cmps,-48.5,"9065.556,""cmps"",-48.5"
26.010,9065.615,distance_cm,cm,264.0,"9065.615,""cm"",264.0"
26.090,9065.648,velocity_cmps,cmps,-45.5,"9065.648,""cmps"",-45.5"
26.101,9065.707,distance_cm,cm,264.0,"9065.707,""cm"",264.0"
26.182,9065.740,velocity_cmps,cmps,-45.5,"9065.740,""cmps"",-45.5"
26.192,9065.799,distance_cm,cm,255.5,"9065.799,""cm"",255.5"
27.411,9066.968,velocity_cmps,cmps,-60.7,"9066.968,""cmps"",-60.7"
27.421,9067.027,distance_cm,cm,451.4,"9067.027,""cm"",451.4"
28.993,9068.552,velocity_cmps,cmps,27.3,"9068.552,""cmps"",27.3"
29.003,9068.611,distance_cm,cm,451.4,"9068.611,""cm"",451.4"
29.085,9068.644,velocity_cmps,cmps,12.1,"9068.644,""cmps"",12.1"
29.096,9068.703,distance_cm,cm,451.4,"9068.703,""cm"",451.4"
29.176,9068.736,velocity_cmps,cmps,12.1,"9068.736,""cmps"",12.1"
29.188,9068.795,distance_cm,cm,111.6,"9068.795,""cm"",111.6"
29.268,9068.828,velocity_cmps,cmps,9.1,"9068.828,""cmps"",9.1"
29.279,9068.887,distance_cm,cm,111.6,"9068.887,""cm"",111.6"
29.361,9068.919,velocity_cmps,cmps,-18.2,"9068.919,""cmps"",-18.2"
29.371,9068.978,distance_cm,cm,111.6,"9068.978,""cm"",111.6"
29.452,9069.009,velocity_cmps,cmps,-27.3,"9069.009,""cmps"",-27.3"
29.464,9069.068,distance_cm,cm,111.6,"9069.068,""cm"",111.6"
29.544,9069.101,velocity_cmps,cmps,-30.3,"9069.101,""cmps"",-30.3"
29.554,9069.161,distance_cm,cm,68.1,"9069.161,""cm"",68.1"
29.636,9069.193,velocity_cmps,cmps,-39.4,"9069.193,""cmps"",-39.4"
29.647,9069.252,distance_cm,cm,111.3,"9069.252,""cm"",111.3"
29.728,9069.285,velocity_cmps,cmps,-45.5,"9069.285,""cmps"",-45.5"
29.739,9069.345,distance_cm,cm,451.4,"9069.345,""cm"",451.4"
29.821,9069.377,velocity_cmps,cmps,-51.6,"9069.377,""cmps"",-51.6"
29.831,9069.436,distance_cm,cm,451.4,"9069.436,""cm"",451.4"
29.912,9069.469,velocity_cmps,cmps,-57.6,"9069.469,""cmps"",-57.6"
29.923,9069.528,distance_cm,cm,451.4,"9069.528,""cm"",451.4"
30.004,9069.561,velocity_cmps,cmps,-51.6,"9069.561,""cmps"",-51.6"
30.016,9069.620,distance_cm,cm,451.4,"9069.620,""cm"",451.4"
30.095,9069.653,velocity_cmps,cmps,9.1,"9069.653,""cmps"",9.1"
30.107,9069.712,distance_cm,cm,451.4,"9069.712,""cm"",451.4"
30.187,9069.744,velocity_cmps,cmps,-33.4,"9069.744,""cmps"",-33.4"
30.198,9069.803,distance_cm,cm,451.4,"9069.803,""cm"",451.4"
33.189,9072.748,velocity_cmps,cmps,15.2,"9072.748,""cmps"",15.2"
33.200,9072.807,distance_cm,cm,451.4,"9072.807,""cm"",451.4"
33.280,9072.840,velocity_cmps,cmps,9.1,"9072.840,""cmps"",9.1"
33.292,9072.899,distance_cm,cm,255.5,"9072.899,""cm"",255.5"
33.371,9072.931,velocity_cmps,cmps,6.1,"9072.931,""cmps"",6.1"
33.383,9072.990,distance_cm,cm,264.0,"9072.990,""cm"",264.0"
33.463,9073.022,velocity_cmps,cmps,9.1,"9073.022,""cmps"",9.1"
33.477,9073.081,distance_cm,cm,111.2,"9073.081,""cm"",111.2"
33.554,9073.113,velocity_cmps,cmps,9.1,"9073.113,""cmps"",9.1"
33.565,9073.172,distance_cm,cm,111.2,"9073.172,""cm"",111.2"
33.646,9073.204,velocity_cmps,cmps,12.1,"9073.204,""cmps"",12.1"
33.656,9073.263,distance_cm,cm,111.6,"9073.263,""cm"",111.6"
33.738,9073.296,velocity_cmps,cmps,12.1,"9073.296,""cmps"",12.1"
33.749,9073.355,distance_cm,cm,111.5,"9073.355,""cm"",111.5"
33.829,9073.388,velocity_cmps,cmps,9.1,"9073.388,""cmps"",9.1"
33.840,9073.447,distance_cm,cm,111.9,"9073.447,""cm"",111.9"
33.920,9073.479,velocity_cmps,cmps,-9.1,"9073.479,""cmps"",-9.1"
33.932,9073.538,distance_cm,cm,111.7,"9073.538,""cm"",111.7"
34.014,9073.571,velocity_cmps,cmps,-12.1,"9073.571,""cmps"",-12.1"
34.024,9073.630,distance_cm,cm,59.7,"9073.630,""cm"",59.7"
34.105,9073.663,velocity_cmps,cmps,-12.1,"9073.663,""cmps"",-12.1"
34.116,9073.722,distance_cm,cm,111.4,"9073.722,""cm"",111.4"
34.197,9073.755,velocity_cmps,cmps,-18.2,"9073.755,""cmps"",-18.2"
34.208,9073.814,distance_cm,cm,59.7,"9073.814,""cm"",59.7"
34.290,9073.847,velocity_cmps,cmps,-15.2,"9073.847,""cmps"",-15.2"
34.300,9073.906,distance_cm,cm,68.1,"9073.906,""cm"",68.1"
34.381,9073.939,velocity_cmps,cmps,-12.1,"9073.939,""cmps"",-12.1"
34.392,9073.998,distance_cm,cm,68.1,"9073.998,""cm"",68.1"
34.474,9074.032,velocity_cmps,cmps,-12.1,"9074.032,""cmps"",-12.1"
34.484,9074.091,distance_cm,cm,111.3,"9074.091,""cm"",111.3"
34.565,9074.124,velocity_cmps,cmps,-12.1,"9074.124,""cmps"",-12.1"
34.577,9074.183,distance_cm,cm,112.0,"9074.183,""cm"",112.0"
34.657,9074.216,velocity_cmps,cmps,-30.3,"9074.216,""cmps"",-30.3"
34.668,9074.275,distance_cm,cm,112.1,"9074.275,""cm"",112.1"
34.749,9074.308,velocity_cmps,cmps,-27.3,"9074.308,""cmps"",-27.3"
34.760,9074.367,distance_cm,cm,111.8,"9074.367,""cm"",111.8"
34.842,9074.400,velocity_cmps,cmps,-27.3,"9074.400,""cmps"",-27.3"
34.852,9074.459,distance_cm,cm,264.0,"9074.459,""cm"",264.0"
34.933,9074.492,velocity_cmps,cmps,-33.4,"9074.492,""cmps"",-33.4"
34.944,9074.551,distance_cm,cm,264.0,"9074.551,""cm"",264.0"
35.025,9074.584,velocity_cmps,cmps,-33.4,"9074.584,""cmps"",-33.4"
35.037,9074.643,distance_cm,cm,255.5,"9074.643,""cm"",255.5"
35.117,9074.676,velocity_cmps,cmps,-30.3,"9074.676,""cmps"",-30.3"
35.128,9074.735,distance_cm,cm,255.5,"9074.735,""cm"",255.5"
36.274,9075.833,velocity_cmps,cmps,106.2,"9075.833,""cmps"",106.2"
36.286,9075.892,distance_cm,cm,451.4,"9075.892,""cm"",451.4"
36.365,9075.925,velocity_cmps,cmps,72.8,"9075.925,""cmps"",72.8"
36.376,9075.985,distance_cm,cm,247.0,"9075.985,""cm"",247.0"
36.460,9076.017,velocity_cmps,cmps,30.3,"9076.017,""cmps"",30.3"
36.468,9076.076,distance_cm,cm,247.0,"9076.076,""cm"",247.0"
36.550,9076.109,velocity_cmps,cmps,27.3,"9076.109,""cmps"",27.3"
36.560,9076.168,distance_cm,cm,255.5,"9076.168,""cm"",255.5"
36.641,9076.201,velocity_cmps,cmps,15.2,"9076.201,""cmps"",15.2"
36.656,9076.260,distance_cm,cm,111.3,"9076.260,""cm"",111.3"
36.806,9076.364,velocity_cmps,cmps,-12.1,"9076.364,""cmps"",-12.1"
36.815,9076.423,distance_cm,cm,59.7,"9076.423,""cm"",59.7"
36.897,9076.456,velocity_cmps,cmps,-21.2,"9076.456,""cmps"",-21.2"
36.907,9076.515,distance_cm,cm,68.1,"9076.515,""cm"",68.1"
36.989,9076.548,velocity_cmps,cmps,-33.4,"9076.548,""cmps"",-33.4"
36.999,9076.608,distance_cm,cm,111.3,"9076.608,""cm"",111.3"
37.081,9076.640,velocity_cmps,cmps,-45.5,"9076.640,""cmps"",-45.5"
37.092,9076.699,distance_cm,cm,255.5,"9076.699,""cm"",255.5"
37.174,9076.732,velocity_cmps,cmps,-39.4,"9076.732,""cmps"",-39.4"
37.184,9076.791,distance_cm,cm,247.0,"9076.791,""cm"",247.0"
37.336,9076.895,velocity_cmps,cmps,-39.4,"9076.895,""cmps"",-39.4"
37.347,9076.954,distance_cm,cm,451.4,"9076.954,""cm"",451.4"
37.428,9076.987,velocity_cmps,cmps,-39.4,"9076.987,""cmps"",-39.4"
37.439,9077.045,distance_cm,cm,451.4,"9077.045,""cm"",451.4"
39.508,9079.066,velocity_cmps,cmps,-15.2,"9079.066,""cmps"",-15.2"
39.520,9079.125,distance_cm,cm,255.6,"9079.125,""cm"",255.6"
39.600,9079.158,velocity_cmps,cmps,-15.2,"9079.158,""cmps"",-15.2"
39.611,9079.217,distance_cm,cm,264.0,"9079.217,""cm"",264.0"
39.692,9079.250,velocity_cmps,cmps,-21.2,"9079.250,""cmps"",-21.2"
39.703,9079.309,distance_cm,cm,264.0,"9079.309,""cm"",264.0"
39.784,9079.342,velocity_cmps,cmps,-30.3,"9079.342,""cmps"",-30.3"
39.795,9079.401,distance_cm,cm,255.6,"9079.401,""cm"",255.6"
